"filename", "language", "YAML", "JSON", "JavaScript", "Ignore", "Markdown", "TypeScript", "PostCSS", "JSON with Comments", "HTML", "Vue", "Python", "XML", "Docker", "Skill", "MS SQL", "Shell Script", "comment", "blank", "total"
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/auth/session.ts", "TypeScript", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 46
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/config/env.ts", "TypeScript", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 6, 59
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/config/load-env.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 15
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/db/migrate.ts", "TypeScript", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 67
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/db/pool.ts", "TypeScript", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 28
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/http/admin/maintenance.ts", "TypeScript", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 84
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/index.ts", "TypeScript", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/reference/ai/fake-provider.ts", "TypeScript", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 20
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/reference/ai/openai-provider.ts", "TypeScript", 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 90
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/reference/catalog.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 14
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/reference/http-dispatcher.ts", "TypeScript", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 49
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/reference/principal-adapter.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 12
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/reference/service.ts", "TypeScript", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 39
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/scripts/seed.ts", "TypeScript", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 16
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/server.ts", "TypeScript", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 11, 94
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/summary/schedule-repo.ts", "TypeScript", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 32
"/Users/so.shah/Documents/centralized-notifications-test/backend/src/summary/scheduler.ts", "TypeScript", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 6, 66
"/Users/so.shah/Documents/centralized-notifications-test/backend/test/ai-provider.test.ts", "TypeScript", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 74
"/Users/so.shah/Documents/centralized-notifications-test/backend/test/auth.test.ts", "TypeScript", 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 126
"/Users/so.shah/Documents/centralized-notifications-test/backend/test/env.test.ts", "TypeScript", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 54
"/Users/so.shah/Documents/centralized-notifications-test/backend/test/http-dispatcher.test.ts", "TypeScript", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 71
"/Users/so.shah/Documents/centralized-notifications-test/backend/test/maintenance.test.ts", "TypeScript", 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 166
"/Users/so.shah/Documents/centralized-notifications-test/backend/test/me-timezone.test.ts", "TypeScript", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 81
"/Users/so.shah/Documents/centralized-notifications-test/backend/test/notifications.test.ts", "TypeScript", 0, 0, 0, 0, 0, 454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 57, 547
"/Users/so.shah/Documents/centralized-notifications-test/backend/test/password.test.ts", "TypeScript", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/so.shah/Documents/centralized-notifications-test/backend/test/priority-rank.test.ts", "TypeScript", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 36
"/Users/so.shah/Documents/centralized-notifications-test/backend/test/reference-service.test.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/so.shah/Documents/centralized-notifications-test/backend/test/schema-parity.test.ts", "TypeScript", 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 110
"/Users/so.shah/Documents/centralized-notifications-test/backend/test/setup.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 8
"/Users/so.shah/Documents/centralized-notifications-test/backend/test/summary-scheduler.test.ts", "TypeScript", 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 151
"/Users/so.shah/Documents/centralized-notifications-test/backend/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/so.shah/Documents/centralized-notifications-test/backend/tsup.config.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 15
"/Users/so.shah/Documents/centralized-notifications-test/backend/vitest.config.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 13
"/Users/so.shah/Documents/centralized-notifications-test/docker-compose.yml", "YAML", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 35
"/Users/so.shah/Documents/centralized-notifications-test/docs/.vitepress/config.mts", "TypeScript", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 54
"/Users/so.shah/Documents/centralized-notifications-test/docs/api/admin.md", "Markdown", 0, 0, 0, 0, 317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 448
"/Users/so.shah/Documents/centralized-notifications-test/docs/api/auth.md", "Markdown", 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 177
"/Users/so.shah/Documents/centralized-notifications-test/docs/api/index.md", "Markdown", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/so.shah/Documents/centralized-notifications-test/docs/api/intake.md", "Markdown", 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 236
"/Users/so.shah/Documents/centralized-notifications-test/docs/api/me.md", "Markdown", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 64
"/Users/so.shah/Documents/centralized-notifications-test/docs/api/module-sim.md", "Markdown", 0, 0, 0, 0, 288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 379
"/Users/so.shah/Documents/centralized-notifications-test/docs/api/notifications.md", "Markdown", 0, 0, 0, 0, 856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 339, 1195
"/Users/so.shah/Documents/centralized-notifications-test/docs/api/sse.md", "Markdown", 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 176
"/Users/so.shah/Documents/centralized-notifications-test/docs/architecture.md", "Markdown", 0, 0, 0, 0, 397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 436
"/Users/so.shah/Documents/centralized-notifications-test/docs/architecture/be-library-integration.md", "Markdown", 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 169
"/Users/so.shah/Documents/centralized-notifications-test/docs/architecture/index.md", "Markdown", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"/Users/so.shah/Documents/centralized-notifications-test/docs/architecture/library-conversion-direction.md", "Markdown", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 109
"/Users/so.shah/Documents/centralized-notifications-test/docs/frontend/index.md", "Markdown", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"/Users/so.shah/Documents/centralized-notifications-test/docs/gantt-tasks.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/so.shah/Documents/centralized-notifications-test/docs/gantt.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"/Users/so.shah/Documents/centralized-notifications-test/docs/implementation-plan.md", "Markdown", 0, 0, 0, 0, 289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 362
"/Users/so.shah/Documents/centralized-notifications-test/docs/index.md", "Markdown", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"/Users/so.shah/Documents/centralized-notifications-test/docs/package-lock.json", "JSON", 0, 2550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2551
"/Users/so.shah/Documents/centralized-notifications-test/docs/package.json", "JSON", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"/Users/so.shah/Documents/centralized-notifications-test/docs/scripts/render_architecture.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 15, 5, 105
"/Users/so.shah/Documents/centralized-notifications-test/docs/srs/open-questions-and-decisions.md", "Markdown", 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 101
"/Users/so.shah/Documents/centralized-notifications-test/docs/superpowers/plans/2026-07-14-notifications-dashboard-popover.md", "Markdown", 0, 0, 0, 0, 859, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 171, 1034
"/Users/so.shah/Documents/centralized-notifications-test/docs/superpowers/plans/2026-07-15-notifications-panel-redesign.md", "Markdown", 0, 0, 0, 0, 1201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 254, 1458
"/Users/so.shah/Documents/centralized-notifications-test/docs/superpowers/plans/2026-07-16-admin-panel.md", "Markdown", 0, 0, 0, 0, 1453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 280, 1733
"/Users/so.shah/Documents/centralized-notifications-test/docs/superpowers/plans/2026-07-16-notification-generator.md", "Markdown", 0, 0, 0, 0, 1363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 248, 1613
"/Users/so.shah/Documents/centralized-notifications-test/docs/superpowers/plans/2026-07-16-qol-improvements.md", "Markdown", 0, 0, 0, 0, 1248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 283, 1538
"/Users/so.shah/Documents/centralized-notifications-test/docs/superpowers/plans/2026-07-17-affordances-intuitiveness.md", "Markdown", 0, 0, 0, 0, 438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 588
"/Users/so.shah/Documents/centralized-notifications-test/docs/superpowers/plans/2026-07-17-ai-pizazz.md", "Markdown", 0, 0, 0, 0, 379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 499
"/Users/so.shah/Documents/centralized-notifications-test/docs/superpowers/plans/2026-07-20-module-catalog-and-affordances.md", "Markdown", 0, 0, 0, 0, 713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 262, 975
